sample_id,estimated_n_pct,estimated_adf_pct,estimated_ndf_pct,n_accumulated_kg_ha,critical_n_pct,nni,calculation_status
45,,,,126.89454001370851,2.6988045375188885,0.7776843534154354,from_measured_quality
46,,,,142.15062069980107,2.6810501877702437,0.8590489259355849,from_measured_quality
47,,,,75.96404772342312,2.905848696206559,0.5447338340116757,from_measured_quality
48,,,,190.61497845762915,2.496593242562771,0.9900159984601359,from_measured_quality
49,,,,168.33936936222142,2.4499666928696766,0.8399863176711859,from_measured_quality
50,,,,168.83716438497422,2.4565199525003054,0.8472660638561502,from_measured_quality
51,,,,167.2867921242456,2.650506082157995,0.9866349540592847,from_measured_quality
52,,,,52.170144339702745,3.0646159220588904,0.4188825661144319,from_measured_quality
53,,,,111.87987099929788,2.7599795630290527,0.7191145166785599,from_measured_quality
54,,,,125.1109420933848,2.5183175853103066,0.661875394249523,from_measured_quality
55,,,,113.88467034160861,2.5159601729034113,0.6012871137520663,from_measured_quality
56,,,,259.3019074544361,2.354809292311029,1.1894133100711415,from_measured_quality
57,,,,57.527847646254415,2.7129546256869994,0.3565041875553296,from_measured_quality
58,,,,182.5090890112342,2.0039035452970313,0.5941469328136009,from_measured_quality
59,,,,258.64462023785876,2.128042426343854,0.9567152185109689,from_measured_quality
60,,,,159.8050529250213,2.207558394872343,0.6390356199446807,from_measured_quality
61,,,,158.27262065432902,2.3096886532911176,0.6967516218914348,from_measured_quality
62,,,,163.95129380236386,2.287803812667157,0.7072954880640477,from_measured_quality
63,,,,269.8707007425983,2.002399908274132,0.8771469456464358,from_measured_quality
64,,,,217.97317530203784,1.9549027055917332,0.6732325769136255,from_measured_quality
65,,,,234.39104489974426,2.0933296041463763,0.837224793252462,from_measured_quality
66,,,,84.2827877089122,2.5011685779823285,0.43945440642365247,from_measured_quality
67,,,,180.38354665462987,2.101102172087723,0.6494089875436656,from_measured_quality
68,,,,150.60152895959342,2.350834896691612,0.688331331371877,from_measured_quality
69,,,,181.59509291793307,2.2258901247004292,0.7390446079527201,from_measured_quality
70,,,,236.86757951752853,2.085575625272708,0.8394249685438054,from_measured_quality
71,,,,53.74643427196282,2.8786731710447806,0.3777935644368206,from_measured_quality
72,,,,153.79469882474885,2.274031195297144,0.6550204929917989,from_measured_quality
73,,,,159.12553996890517,2.433706947938787,0.7828546269517184,from_measured_quality
74,,,,149.31662854372505,2.3054214145868963,0.6547473430152142,from_measured_quality
75,,,,188.3999847526957,2.194438106728384,0.7438991903625168,from_measured_quality
76,,,,81.18418255305352,2.4812508034799636,0.4161670748058829,from_measured_quality
77,,,,222.67846942721968,2.2046974801395143,0.8880061997836372,from_measured_quality
78,,,,195.485328748416,2.234737483415423,0.8023089619548147,from_measured_quality
79,,,,209.83627734804483,1.9890731418269043,0.6724106086809645,from_measured_quality
80,,,,186.9625704874534,2.1499403677605393,0.7067762278524621,from_measured_quality
81,,,,53.20580377640069,2.7856909722332577,0.34878888145460574,from_measured_quality
82,,,,213.66687764617092,2.0883950648493106,0.759381889791164,from_measured_quality
